ScheduledStart,ScheduledComplete,CustID,CountyID,FacilityID,ActualStart,ActualComplete
7/28/2014 0:00,8/2/2014 0:00,5684,6037,602518,7/29/2014 0:00,8/4/2014 0:00
11/17/2017 0:00,11/17/2017 0:00,6649,6037,502636,11/21/2017 0:00,11/27/2017 0:00
6/17/2018 0:00,6/19/2018 0:00,5793,6037,202661,6/17/2018 0:00,6/19/2018 0:00
4/6/2015 0:00,4/9/2015 0:00,5726,6037,802696,4/6/2015 0:00,4/13/2015 0:00
11/6/2017 0:00,11/10/2017 0:00,7933,6037,202750,11/6/2017 0:00,11/15/2017 0:00
12/19/2016 0:00,12/23/2016 0:00,7884,6037,802761,12/19/2016 0:00,12/29/2016 0:00
10/25/2014 0:00,11/1/2014 0:00,5414,6037,802775,10/25/2014 0:00,11/1/2014 0:00
1/20/2018 0:00,1/24/2018 0:00,2190,6037,702793,1/20/2018 0:00,1/27/2018 0:00
11/30/2015 0:00,12/3/2015 0:00,3733,6037,802819,11/30/2015 0:00,12/10/2015 0:00
4/11/2014 0:00,4/11/2014 0:00,2913,6037,202928,4/11/2014 0:00,4/12/2014 0:00
6/15/2016 0:00,6/17/2016 0:00,2124,6037,402951,6/15/2016 0:00,6/18/2016 0:00
11/14/2016 0:00,11/14/2016 0:00,3649,6037,202996,11/20/2016 0:00,11/25/2016 0:00
4/13/2015 0:00,4/13/2015 0:00,4833,6037,403080,4/13/2015 0:00,4/15/2015 0:00
9/18/2016 0:00,9/25/2016 0:00,2331,6037,503109,9/18/2016 0:00,9/25/2016 0:00
2/14/2017 0:00,2/17/2017 0:00,1192,6037,203122,2/14/2017 0:00,2/17/2017 0:00
7/31/2017 0:00,8/2/2017 0:00,5533,6037,303235,7/31/2017 0:00,8/2/2017 0:00
2/12/2016 0:00,2/16/2016 0:00,3297,6037,203360,2/12/2016 0:00,2/19/2016 0:00
8/31/2016 0:00,9/4/2016 0:00,2982,6037,403425,8/31/2016 0:00,9/4/2016 0:00
7/21/2015 0:00,7/23/2015 0:00,3844,6037,503453,7/21/2015 0:00,7/29/2015 0:00
12/3/2017 0:00,12/4/2017 0:00,5354,6037,403575,12/3/2017 0:00,12/4/2017 0:00
11/1/2016 0:00,11/8/2016 0:00,5991,6037,103583,11/2/2016 0:00,11/9/2016 0:00
8/26/2016 0:00,8/29/2016 0:00,2031,6037,303632,8/26/2016 0:00,8/29/2016 0:00
11/3/2017 0:00,11/9/2017 0:00,5797,6037,803669,11/3/2017 0:00,11/9/2017 0:00
4/5/2017 0:00,4/9/2017 0:00,4456,6037,403672,4/7/2017 0:00,4/13/2017 0:00
11/8/2014 0:00,11/10/2014 0:00,7618,6037,603694,11/8/2014 0:00,11/10/2014 0:00
8/13/2017 0:00,8/15/2017 0:00,4928,6037,503696,8/13/2017 0:00,8/16/2017 0:00
9/7/2017 0:00,9/10/2017 0:00,3920,6037,303724,9/9/2017 0:00,9/12/2017 0:00
9/20/2016 0:00,9/23/2016 0:00,1376,6037,803833,9/20/2016 0:00,9/23/2016 0:00
1/2/2017 0:00,1/7/2017 0:00,2917,6037,803893,1/2/2017 0:00,1/12/2017 0:00
12/14/2015 0:00,12/14/2015 0:00,2639,6037,803937,12/14/2015 0:00,12/15/2015 0:00
10/3/2017 0:00,10/7/2017 0:00,1415,6037,603965,10/3/2017 0:00,10/12/2017 0:00
6/27/2017 0:00,7/1/2017 0:00,1676,6037,803973,6/27/2017 0:00,7/1/2017 0:00
1/4/2016 0:00,1/11/2016 0:00,1594,6037,804018,1/4/2016 0:00,1/16/2016 0:00
8/28/2015 0:00,8/30/2015 0:00,3813,6037,104091,8/28/2015 0:00,8/30/2015 0:00
10/20/2017 0:00,10/20/2017 0:00,6245,6037,604109,10/20/2017 0:00,10/22/2017 0:00
4/14/2017 0:00,4/19/2017 0:00,2958,6037,604130,4/14/2017 0:00,4/19/2017 0:00
2/13/2018 0:00,2/17/2018 0:00,6841,6037,404166,2/13/2018 0:00,2/17/2018 0:00
9/19/2016 0:00,9/20/2016 0:00,6371,6037,104180,9/24/2016 0:00,9/25/2016 0:00
3/9/2015 0:00,3/15/2015 0:00,4009,6037,304182,3/9/2015 0:00,3/15/2015 0:00
2/28/2014 0:00,3/4/2014 0:00,4869,6037,404218,2/28/2014 0:00,3/4/2014 0:00
4/8/2017 0:00,4/11/2017 0:00,7867,6037,804307,4/8/2017 0:00,4/11/2017 0:00
12/17/2016 0:00,12/19/2016 0:00,3967,6037,404354,12/17/2016 0:00,12/20/2016 0:00
5/19/2018 0:00,5/26/2018 0:00,6176,6037,604358,5/19/2018 0:00,5/31/2018 0:00
3/13/2014 0:00,3/14/2014 0:00,1108,6037,204368,3/13/2014 0:00,3/14/2014 0:00
11/16/2016 0:00,11/18/2016 0:00,5432,6037,304396,11/16/2016 0:00,11/23/2016 0:00
2/10/2017 0:00,2/13/2017 0:00,3167,6037,104407,2/10/2017 0:00,2/13/2017 0:00
12/28/2015 0:00,1/4/2016 0:00,7543,6037,204428,12/28/2015 0:00,1/4/2016 0:00
1/21/2016 0:00,1/21/2016 0:00,8085,6037,704498,1/21/2016 0:00,1/22/2016 0:00
7/23/2015 0:00,7/28/2015 0:00,6177,6037,304541,7/27/2015 0:00,8/8/2015 0:00
7/18/2014 0:00,7/22/2014 0:00,7011,6037,404582,7/18/2014 0:00,7/24/2014 0:00
10/24/2015 0:00,10/26/2015 0:00,8020,6037,604597,10/24/2015 0:00,10/26/2015 0:00
10/28/2017 0:00,10/29/2017 0:00,6116,6037,704598,10/28/2017 0:00,10/30/2017 0:00
6/12/2014 0:00,6/17/2014 0:00,2910,6037,304624,6/12/2014 0:00,6/17/2014 0:00
12/6/2017 0:00,12/6/2017 0:00,5057,6037,404628,12/6/2017 0:00,12/7/2017 0:00
6/5/2015 0:00,6/6/2015 0:00,5799,6037,504756,6/5/2015 0:00,6/6/2015 0:00
8/14/2014 0:00,8/19/2014 0:00,3393,6037,504877,8/16/2014 0:00,8/21/2014 0:00
12/29/2017 0:00,12/31/2017 0:00,5998,6037,404912,12/29/2017 0:00,12/31/2017 0:00
3/1/2018 0:00,3/3/2018 0:00,5113,6037,804972,3/1/2018 0:00,3/3/2018 0:00
12/12/2016 0:00,12/18/2016 0:00,3116,6037,404984,12/12/2016 0:00,12/18/2016 0:00
4/11/2016 0:00,4/13/2016 0:00,1348,6037,705107,4/11/2016 0:00,4/13/2016 0:00
1/15/2015 0:00,1/16/2015 0:00,3697,6037,305126,1/15/2015 0:00,1/23/2015 0:00
6/16/2016 0:00,6/17/2016 0:00,6001,6037,305201,6/16/2016 0:00,6/17/2016 0:00
9/10/2017 0:00,9/14/2017 0:00,6041,6037,505211,9/11/2017 0:00,9/21/2017 0:00
1/19/2016 0:00,1/20/2016 0:00,4097,6037,105292,1/21/2016 0:00,1/22/2016 0:00
11/17/2017 0:00,11/23/2017 0:00,7693,6037,405436,11/17/2017 0:00,11/30/2017 0:00
4/19/2014 0:00,4/19/2014 0:00,7890,6037,805461,4/26/2014 0:00,4/27/2014 0:00
2/5/2014 0:00,2/8/2014 0:00,5349,6037,105468,2/5/2014 0:00,2/8/2014 0:00
1/24/2014 0:00,1/28/2014 0:00,2331,6037,105521,1/24/2014 0:00,2/2/2014 0:00
6/13/2017 0:00,6/20/2017 0:00,3228,6037,505597,6/13/2017 0:00,6/20/2017 0:00
7/19/2016 0:00,7/24/2016 0:00,8130,6037,405660,7/19/2016 0:00,7/24/2016 0:00
1/15/2014 0:00,1/15/2014 0:00,4341,6037,205665,1/15/2014 0:00,1/16/2014 0:00
11/24/2014 0:00,11/28/2014 0:00,1920,6037,705700,11/24/2014 0:00,11/28/2014 0:00
6/27/2014 0:00,6/29/2014 0:00,1267,6037,205787,6/27/2014 0:00,6/29/2014 0:00
8/10/2014 0:00,8/15/2014 0:00,8393,6037,405798,8/13/2014 0:00,8/18/2014 0:00
11/10/2015 0:00,11/16/2015 0:00,5497,6037,205917,11/15/2015 0:00,11/21/2015 0:00
9/2/2014 0:00,9/6/2014 0:00,1552,6037,205930,9/2/2014 0:00,9/6/2014 0:00
9/17/2015 0:00,9/22/2015 0:00,1350,6037,205939,9/17/2015 0:00,9/22/2015 0:00
9/26/2017 0:00,9/26/2017 0:00,7821,6037,405967,9/26/2017 0:00,9/27/2017 0:00
1/6/2018 0:00,1/11/2018 0:00,2747,6037,706004,1/13/2018 0:00,1/25/2018 0:00
6/27/2018 0:00,6/28/2018 0:00,3628,6037,406027,6/27/2018 0:00,6/29/2018 0:00
6/18/2017 0:00,6/21/2017 0:00,8316,6037,306092,6/18/2017 0:00,6/21/2017 0:00
11/13/2016 0:00,11/20/2016 0:00,3800,6037,806099,11/13/2016 0:00,11/20/2016 0:00
10/17/2017 0:00,10/23/2017 0:00,6428,6037,406177,10/17/2017 0:00,10/27/2017 0:00
11/14/2015 0:00,11/15/2015 0:00,3905,6037,106220,11/21/2015 0:00,11/22/2015 0:00
1/8/2018 0:00,1/9/2018 0:00,5355,6037,706223,1/8/2018 0:00,1/9/2018 0:00
1/24/2016 0:00,1/26/2016 0:00,6916,6037,806371,1/27/2016 0:00,2/5/2016 0:00
3/17/2014 0:00,3/19/2014 0:00,6076,6037,106453,3/17/2014 0:00,3/19/2014 0:00
12/1/2017 0:00,12/2/2017 0:00,6839,6037,306459,12/1/2017 0:00,12/2/2017 0:00
8/24/2014 0:00,8/24/2014 0:00,3460,6037,506468,8/25/2014 0:00,8/26/2014 0:00
5/8/2016 0:00,5/13/2016 0:00,7785,6037,306527,5/8/2016 0:00,5/13/2016 0:00
12/5/2016 0:00,12/6/2016 0:00,4776,6037,606544,12/5/2016 0:00,12/7/2016 0:00
2/4/2015 0:00,2/10/2015 0:00,7270,6037,106584,2/4/2015 0:00,2/10/2015 0:00
12/9/2016 0:00,12/9/2016 0:00,2456,6037,806589,12/9/2016 0:00,12/10/2016 0:00
4/25/2017 0:00,4/27/2017 0:00,1986,6037,306620,4/25/2017 0:00,4/28/2017 0:00
10/3/2016 0:00,10/3/2016 0:00,7997,6037,306677,10/3/2016 0:00,10/8/2016 0:00
5/14/2015 0:00,5/14/2015 0:00,1098,6037,206811,5/14/2015 0:00,5/17/2015 0:00
9/11/2016 0:00,9/18/2016 0:00,4663,6037,606888,9/11/2016 0:00,9/18/2016 0:00
10/17/2014 0:00,10/17/2014 0:00,2769,6037,506933,10/23/2014 0:00,10/24/2014 0:00
1/16/2016 0:00,1/19/2016 0:00,6592,6037,207047,1/16/2016 0:00,1/19/2016 0:00
11/24/2016 0:00,11/24/2016 0:00,7689,6037,507058,11/24/2016 0:00,11/27/2016 0:00
10/21/2016 0:00,10/23/2016 0:00,6672,6037,107065,10/24/2016 0:00,10/26/2016 0:00
3/10/2017 0:00,3/17/2017 0:00,2235,6037,507123,3/10/2017 0:00,3/18/2017 0:00
2/25/2016 0:00,2/28/2016 0:00,6691,6037,707147,2/25/2016 0:00,2/28/2016 0:00
9/26/2014 0:00,10/1/2014 0:00,2983,6037,607154,9/26/2014 0:00,10/1/2014 0:00
1/23/2018 0:00,1/25/2018 0:00,6433,6037,407159,1/23/2018 0:00,1/31/2018 0:00
8/24/2017 0:00,8/30/2017 0:00,6600,6037,707319,8/24/2017 0:00,8/30/2017 0:00
12/27/2016 0:00,12/28/2016 0:00,5460,6037,607400,12/27/2016 0:00,12/28/2016 0:00
5/18/2016 0:00,5/21/2016 0:00,2234,6037,507447,5/18/2016 0:00,5/21/2016 0:00
10/1/2015 0:00,10/1/2015 0:00,7017,6037,707489,10/1/2015 0:00,10/2/2015 0:00
8/29/2016 0:00,8/31/2016 0:00,4275,6037,607513,8/29/2016 0:00,9/7/2016 0:00
7/8/2016 0:00,7/15/2016 0:00,7106,6037,307613,7/8/2016 0:00,7/19/2016 0:00
10/3/2017 0:00,10/5/2017 0:00,2273,6037,407620,10/3/2017 0:00,10/6/2017 0:00
5/7/2018 0:00,5/11/2018 0:00,2861,6037,507644,5/7/2018 0:00,5/11/2018 0:00
1/28/2018 0:00,2/4/2018 0:00,3756,6037,807741,1/28/2018 0:00,2/4/2018 0:00
11/27/2017 0:00,11/30/2017 0:00,7608,6037,207894,11/27/2017 0:00,11/30/2017 0:00
2/9/2015 0:00,2/14/2015 0:00,3933,6037,607992,2/9/2015 0:00,2/14/2015 0:00
3/17/2017 0:00,3/17/2017 0:00,6248,6037,607994,3/21/2017 0:00,3/22/2017 0:00
4/9/2014 0:00,4/10/2014 0:00,5749,6037,808054,4/9/2014 0:00,4/10/2014 0:00
10/24/2015 0:00,10/26/2015 0:00,4003,6037,108073,10/24/2015 0:00,10/28/2015 0:00
4/28/2017 0:00,5/2/2017 0:00,3439,6037,308145,5/3/2017 0:00,5/7/2017 0:00
1/29/2016 0:00,1/31/2016 0:00,1213,6037,408193,1/29/2016 0:00,1/31/2016 0:00
4/4/2017 0:00,4/4/2017 0:00,1681,6037,408204,4/4/2017 0:00,4/5/2017 0:00
11/24/2015 0:00,11/25/2015 0:00,1782,6037,808306,11/24/2015 0:00,11/25/2015 0:00
8/26/2016 0:00,8/28/2016 0:00,3535,6037,108307,8/26/2016 0:00,8/28/2016 0:00
4/16/2016 0:00,4/23/2016 0:00,3475,6037,608312,4/16/2016 0:00,4/24/2016 0:00
1/29/2018 0:00,2/1/2018 0:00,5119,6037,508380,1/29/2018 0:00,2/1/2018 0:00
1/7/2015 0:00,1/12/2015 0:00,2444,6037,308395,1/7/2015 0:00,1/13/2015 0:00
9/13/2017 0:00,9/14/2017 0:00,7842,6037,708441,9/13/2017 0:00,9/14/2017 0:00
4/1/2014 0:00,4/2/2014 0:00,5804,6037,208472,4/1/2014 0:00,4/2/2014 0:00
6/15/2014 0:00,6/22/2014 0:00,6614,6037,608540,6/15/2014 0:00,6/22/2014 0:00
11/6/2014 0:00,11/12/2014 0:00,1194,6037,208589,11/6/2014 0:00,11/19/2014 0:00
11/23/2017 0:00,11/30/2017 0:00,1873,6037,108619,11/23/2017 0:00,12/1/2017 0:00
2/5/2017 0:00,2/7/2017 0:00,7523,6037,108746,2/5/2017 0:00,2/7/2017 0:00
2/24/2017 0:00,2/26/2017 0:00,7548,6037,808845,3/1/2017 0:00,3/5/2017 0:00
1/14/2018 0:00,1/15/2018 0:00,7272,6037,508858,1/14/2018 0:00,1/18/2018 0:00
1/17/2018 0:00,1/23/2018 0:00,1443,6037,608866,1/17/2018 0:00,1/23/2018 0:00
7/3/2016 0:00,7/8/2016 0:00,5128,6037,708927,7/3/2016 0:00,7/8/2016 0:00
3/2/2017 0:00,3/9/2017 0:00,6451,6037,408947,3/2/2017 0:00,3/9/2017 0:00
4/23/2014 0:00,4/26/2014 0:00,5994,6037,309019,4/23/2014 0:00,4/26/2014 0:00
1/15/2018 0:00,1/17/2018 0:00,1204,6037,709027,1/15/2018 0:00,1/18/2018 0:00
7/2/2014 0:00,7/8/2014 0:00,7659,6037,609036,7/2/2014 0:00,7/8/2014 0:00
6/11/2014 0:00,6/17/2014 0:00,2340,6037,809073,6/11/2014 0:00,6/17/2014 0:00
4/11/2014 0:00,4/16/2014 0:00,3450,6037,709115,4/11/2014 0:00,4/21/2014 0:00
7/11/2015 0:00,7/12/2015 0:00,3350,6037,109178,7/11/2015 0:00,7/12/2015 0:00
1/11/2018 0:00,1/16/2018 0:00,1336,6037,809209,1/11/2018 0:00,1/16/2018 0:00
10/27/2017 0:00,10/30/2017 0:00,1799,6037,309243,10/27/2017 0:00,10/30/2017 0:00
8/29/2014 0:00,8/31/2014 0:00,7730,6037,409245,8/29/2014 0:00,9/1/2014 0:00
6/15/2017 0:00,6/22/2017 0:00,3249,6037,809313,6/15/2017 0:00,6/22/2017 0:00
2/9/2015 0:00,2/14/2015 0:00,6384,6037,609376,2/9/2015 0:00,2/14/2015 0:00
2/14/2014 0:00,2/21/2014 0:00,6111,6037,809466,2/14/2014 0:00,2/22/2014 0:00
2/28/2018 0:00,2/28/2018 0:00,5593,6037,309477,2/28/2018 0:00,3/4/2018 0:00
8/21/2016 0:00,8/24/2016 0:00,5476,6037,709536,8/21/2016 0:00,8/24/2016 0:00
1/26/2015 0:00,1/27/2015 0:00,1088,6037,809538,1/30/2015 0:00,1/31/2015 0:00
7/27/2017 0:00,8/1/2017 0:00,5227,6037,809539,7/27/2017 0:00,8/1/2017 0:00
11/16/2017 0:00,11/22/2017 0:00,8166,6037,309561,11/16/2017 0:00,11/22/2017 0:00
5/7/2014 0:00,5/10/2014 0:00,1959,6037,509580,5/10/2014 0:00,5/15/2014 0:00
11/7/2017 0:00,11/9/2017 0:00,3967,6037,109603,11/7/2017 0:00,11/9/2017 0:00
7/14/2014 0:00,7/17/2014 0:00,1588,6037,209727,7/19/2014 0:00,7/28/2014 0:00
10/15/2016 0:00,10/15/2016 0:00,8511,6037,109761,10/19/2016 0:00,10/20/2016 0:00
7/4/2016 0:00,7/8/2016 0:00,2693,6037,309808,7/4/2016 0:00,7/8/2016 0:00
1/22/2015 0:00,1/27/2015 0:00,7353,6037,709814,1/23/2015 0:00,1/28/2015 0:00
11/25/2017 0:00,11/29/2017 0:00,7032,6037,509841,11/25/2017 0:00,11/29/2017 0:00
12/7/2017 0:00,12/11/2017 0:00,2022,6037,209952,12/7/2017 0:00,12/11/2017 0:00
3/31/2016 0:00,4/7/2016 0:00,7954,6037,409967,3/31/2016 0:00,4/7/2016 0:00
10/10/2017 0:00,10/14/2017 0:00,1233,6037,110045,10/10/2017 0:00,10/14/2017 0:00
9/4/2017 0:00,9/10/2017 0:00,6492,6037,410194,9/4/2017 0:00,9/10/2017 0:00
10/28/2015 0:00,10/28/2015 0:00,5374,6037,510221,10/28/2015 0:00,10/29/2015 0:00
1/6/2018 0:00,1/10/2018 0:00,7881,6037,710269,1/6/2018 0:00,1/10/2018 0:00
2/16/2015 0:00,2/16/2015 0:00,1290,6037,410277,2/16/2015 0:00,2/23/2015 0:00
1/22/2018 0:00,1/29/2018 0:00,7886,6037,610417,1/22/2018 0:00,1/29/2018 0:00
5/9/2014 0:00,5/10/2014 0:00,3217,6037,610441,5/15/2014 0:00,5/16/2014 0:00
2/17/2017 0:00,2/21/2017 0:00,4197,6037,810452,2/17/2017 0:00,2/26/2017 0:00
1/5/2017 0:00,1/11/2017 0:00,4551,6037,110497,1/6/2017 0:00,1/12/2017 0:00
10/31/2016 0:00,11/7/2016 0:00,8269,6037,110601,10/31/2016 0:00,11/7/2016 0:00
5/9/2016 0:00,5/13/2016 0:00,5406,6037,410609,5/9/2016 0:00,5/15/2016 0:00
12/13/2016 0:00,12/20/2016 0:00,1305,6037,210631,12/13/2016 0:00,12/20/2016 0:00
2/7/2018 0:00,2/8/2018 0:00,6225,6037,610636,2/14/2018 0:00,2/15/2018 0:00
3/2/2015 0:00,3/8/2015 0:00,3469,6037,510643,3/2/2015 0:00,3/14/2015 0:00
2/14/2014 0:00,2/15/2014 0:00,1724,6037,210747,2/14/2014 0:00,2/15/2014 0:00
12/22/2015 0:00,12/22/2015 0:00,3798,6037,410802,12/22/2015 0:00,12/26/2015 0:00
4/19/2015 0:00,4/23/2015 0:00,2812,6037,210803,4/19/2015 0:00,4/24/2015 0:00
8/31/2017 0:00,9/7/2017 0:00,6131,6037,210869,8/31/2017 0:00,9/7/2017 0:00
3/27/2018 0:00,4/2/2018 0:00,3071,6037,310878,3/27/2018 0:00,4/2/2018 0:00
9/10/2016 0:00,9/14/2016 0:00,7072,6037,410881,9/17/2016 0:00,9/21/2016 0:00
4/19/2015 0:00,4/22/2015 0:00,4073,6037,410902,4/25/2015 0:00,4/28/2015 0:00
12/11/2015 0:00,12/17/2015 0:00,7506,6037,710945,12/11/2015 0:00,12/22/2015 0:00
1/12/2017 0:00,1/12/2017 0:00,4159,6037,811007,1/12/2017 0:00,1/19/2017 0:00
