ContractID,CustID,CountyID,FacilityID,Start Date,MRR,SLADays,End Date
46009150,8253,6037,409150,10/17/2012 0:00,"$1,298.00 ",1,12/31/2999 0:00
18409209,1336,6037,809209,1/11/2018 0:00,$321.00 ,1,12/31/2999 0:00
18409466,6111,6037,809466,2/14/2014 0:00,"$7,700.00 ",1,12/31/2999 0:00
27609511,7954,6037,809511,12/2/2013 0:00,"$4,395.00 ",1,12/31/2999 0:00
55209808,2693,6037,309808,7/4/2016 0:00,"$14,240.00 ",1,12/31/2999 0:00
55209814,7353,6037,709814,1/22/2015 0:00,"$9,650.00 ",1,12/31/2999 0:00
82810045,1233,6037,110045,10/10/2017 0:00,"$19,300.00 ",1,12/31/2999 0:00
82810417,7886,6037,610417,1/22/2018 0:00,"$9,830.00 ",1,12/31/2999 0:00
9210441,3217,6037,610441,5/9/2014 0:00,"$7,080.00 ",1,12/31/2999 0:00
46010497,4551,6037,110497,1/5/2017 0:00,"$24,360.00 ",1,12/31/2999 0:00
55210601,8269,6037,110601,10/31/2016 0:00,$329.00 ,1,12/31/2999 0:00
36810636,6225,6037,610636,2/7/2018 0:00,$556.00 ,1,12/31/2999 0:00
82810878,3071,6037,310878,3/27/2018 0:00,"$5,720.00 ",1,12/31/2999 0:00
73610902,4073,6037,410902,4/19/2015 0:00,"$1,331.00 ",1,12/31/2999 0:00
46011126,6099,6037,511126,5/1/2016 0:00,"$3,445.00 ",1,12/31/2999 0:00
18411621,8172,6037,211621,11/17/2016 0:00,"$1,457.00 ",1,12/31/2999 0:00
73611806,7625,6037,311806,10/18/2013 0:00,"$3,083.00 ",1,12/31/2999 0:00
55211845,6938,6037,211845,6/3/2017 0:00,"$2,435.00 ",1,12/31/2999 0:00
55211980,1810,6037,111980,9/7/2017 0:00,"$27,585.00 ",1,12/31/2999 0:00
36812294,3049,6037,712294,6/4/2017 0:00,"$28,155.00 ",1,12/31/2999 0:00
73612295,6377,6037,812295,9/16/2016 0:00,"$3,605.00 ",1,12/31/2999 0:00
82812322,5877,6037,312322,5/19/2015 0:00,"$21,465.00 ",1,12/31/2999 0:00
46012788,8121,6037,612788,11/18/2016 0:00,"$3,423.00 ",1,12/31/2999 0:00
27612800,2239,6037,812800,5/23/2018 0:00,"$2,813.00 ",1,12/31/2999 0:00
46012802,6959,6037,412802,12/22/2017 0:00,"$5,405.00 ",1,12/31/2999 0:00
73612817,3698,6037,212817,11/7/2014 0:00,"$5,545.00 ",1,12/31/2999 0:00
18412830,4323,6037,112830,8/26/2016 0:00,"$2,860.00 ",1,12/31/2999 0:00
82812987,5068,6037,812987,10/30/2017 0:00,"$1,085.00 ",1,12/31/2999 0:00
64413018,1796,6037,513018,6/14/2013 0:00,$976.00 ,1,12/31/2999 0:00
73613492,7771,6037,613492,10/8/2014 0:00,"$4,078.00 ",1,12/31/2999 0:00
55213660,7878,6037,713660,7/10/2016 0:00,"$3,683.00 ",1,12/31/2999 0:00
64413716,1114,6037,213716,2/4/2015 0:00,"$3,320.00 ",1,12/31/2999 0:00
73613820,1198,6037,313820,11/16/2012 0:00,$553.00 ,1,12/31/2999 0:00
9213966,7959,6037,813966,5/1/2017 0:00,"$28,920.00 ",1,12/31/2999 0:00
46014193,6788,6037,614193,2/16/2017 0:00,"$13,320.00 ",1,12/31/2999 0:00
18414531,7234,6037,514531,9/28/2012 0:00,"$19,650.00 ",1,12/31/2999 0:00
36814710,4676,6037,414710,3/16/2015 0:00,"$1,293.00 ",1,12/31/2999 0:00
55214827,4951,6037,814827,2/10/2016 0:00,"$1,590.00 ",1,12/31/2999 0:00
73614866,2189,6037,114866,4/16/2017 0:00,"$16,480.00 ",1,12/31/2999 0:00
9215140,5262,6037,415140,10/25/2016 0:00,"$22,290.00 ",1,12/31/2999 0:00
36815142,4624,6037,315142,6/1/2018 0:00,"$5,785.00 ",1,12/31/2999 0:00
18415317,7412,6037,815317,2/3/2016 0:00,"$5,925.00 ",1,12/31/2999 0:00
73615651,8441,6037,315651,1/19/2018 0:00,$483.00 ,1,12/31/2999 0:00
64416116,5387,6037,216116,11/19/2016 0:00,"$1,218.00 ",1,12/31/2999 0:00
55216239,6704,6037,216239,4/19/2018 0:00,"$29,430.00 ",1,12/31/2999 0:00
55216476,6869,6037,616476,11/22/2015 0:00,"$20,010.00 ",1,12/31/2999 0:00
27616829,8449,6037,816829,12/29/2013 0:00,$354.00 ,1,12/31/2999 0:00
73617302,4221,6037,417302,6/27/2015 0:00,"$7,340.00 ",1,12/31/2999 0:00
64417445,5634,6037,617445,10/11/2017 0:00,"$6,685.00 ",1,12/31/2999 0:00
64417629,7921,6037,717629,11/21/2015 0:00,"$6,520.00 ",1,12/31/2999 0:00
18417830,3048,6037,217830,12/7/2016 0:00,$288.00 ,1,12/31/2999 0:00
9218045,2186,6037,718045,4/17/2018 0:00,"$8,865.00 ",1,12/31/2999 0:00
73618253,6878,6037,718253,3/1/2016 0:00,"$1,652.00 ",1,12/31/2999 0:00
46018326,3122,6037,518326,1/31/2018 0:00,$957.00 ,1,12/31/2999 0:00
82818760,3666,6037,618760,9/19/2016 0:00,"$1,807.00 ",1,12/31/2999 0:00
18418996,5714,6037,718996,3/12/2017 0:00,"$22,770.00 ",1,12/31/2999 0:00
36819360,1783,6037,719360,10/7/2014 0:00,"$29,220.00 ",1,12/31/2999 0:00
64419472,6463,6037,619472,12/3/2015 0:00,"$19,190.00 ",1,12/31/2999 0:00
64419879,5042,6037,719879,4/6/2018 0:00,$361.00 ,1,12/31/2999 0:00
18420154,6122,6037,520154,11/20/2017 0:00,"$18,960.00 ",1,12/31/2999 0:00
46020251,5849,6037,520251,6/14/2018 0:00,$467.00 ,1,12/31/2999 0:00
36820399,4249,6037,820399,2/19/2016 0:00,"$8,445.00 ",1,12/31/2999 0:00
18420557,6676,6037,120557,10/5/2016 0:00,"$13,100.00 ",1,12/31/2999 0:00
64420760,7806,6037,720760,5/8/2017 0:00,$361.00 ,1,12/31/2999 0:00
36820777,6848,6037,720777,8/8/2017 0:00,$352.00 ,1,12/31/2999 0:00
9220881,6035,6037,520881,12/16/2017 0:00,"$1,936.00 ",1,12/31/2999 0:00
18421056,8504,6037,821056,4/30/2017 0:00,"$16,395.00 ",1,12/31/2999 0:00
36821116,8524,6037,421116,5/22/2018 0:00,$341.00 ,1,12/31/2999 0:00
82821272,5339,6037,721272,10/27/2016 0:00,"$1,839.00 ",1,12/31/2999 0:00
73621579,8044,6037,721579,9/13/2017 0:00,"$1,579.00 ",1,12/31/2999 0:00
36821615,4746,6037,421615,4/24/2018 0:00,"$4,855.00 ",1,12/31/2999 0:00
64421617,5125,6037,721617,4/19/2017 0:00,"$3,935.00 ",1,12/31/2999 0:00
9221689,6821,6037,721689,5/17/2014 0:00,"$5,350.00 ",1,12/31/2999 0:00
36821790,2891,6037,621790,3/30/2014 0:00,"$5,990.00 ",1,12/31/2999 0:00
18422088,1471,6037,222088,12/20/2015 0:00,"$5,600.00 ",1,12/31/2999 0:00
73622443,1181,6037,422443,4/3/2016 0:00,"$1,883.00 ",1,12/31/2999 0:00
9222456,7673,6037,222456,7/2/2016 0:00,"$1,883.00 ",1,12/31/2999 0:00
46022580,8213,6037,422580,12/27/2013 0:00,"$1,817.00 ",1,12/31/2999 0:00
36822785,4240,6037,222785,11/22/2017 0:00,"$22,110.00 ",1,12/31/2999 0:00
18422809,2490,6037,122809,12/21/2017 0:00,"$10,060.00 ",1,12/31/2999 0:00
9222837,4064,6037,822837,4/11/2017 0:00,"$22,425.00 ",1,12/31/2999 0:00
64422971,3490,6037,522971,1/17/2017 0:00,"$9,990.00 ",1,12/31/2999 0:00
18423036,8218,6037,223036,5/31/2014 0:00,"$16,830.00 ",1,12/31/2999 0:00
36823053,1558,6037,723053,3/23/2015 0:00,"$4,105.00 ",1,12/31/2999 0:00
82823482,5221,6037,523482,6/20/2018 0:00,"$2,595.00 ",1,12/31/2999 0:00
64423660,6893,6037,423660,10/29/2014 0:00,"$21,660.00 ",1,12/31/2999 0:00
18423675,2494,6037,823675,9/14/2016 0:00,"$26,850.00 ",1,12/31/2999 0:00
73623713,4005,6037,823713,10/12/2014 0:00,"$12,250.00 ",1,12/31/2999 0:00
18424312,1255,6037,524312,9/23/2013 0:00,"$1,216.00 ",1,12/31/2999 0:00
9224686,1335,6037,124686,10/29/2013 0:00,"$17,325.00 ",1,12/31/2999 0:00
46024783,6722,6037,424783,9/20/2017 0:00,"$19,365.00 ",1,12/31/2999 0:00
73624874,1250,6037,324874,12/21/2016 0:00,"$8,170.00 ",1,12/31/2999 0:00
55225193,4175,6037,225193,9/11/2013 0:00,"$14,550.00 ",1,12/31/2999 0:00
82825524,8443,6037,225524,8/21/2015 0:00,"$20,220.00 ",1,12/31/2999 0:00
9225595,8165,6037,525595,1/11/2018 0:00,"$2,975.00 ",1,12/31/2999 0:00
9225659,1655,6037,425659,9/5/2017 0:00,$467.00 ,1,12/31/2999 0:00
73625814,8131,6037,325814,8/20/2016 0:00,"$1,619.00 ",1,12/31/2999 0:00
9226017,5584,6037,126017,3/13/2015 0:00,"$9,490.00 ",1,12/31/2999 0:00
36826219,2848,6037,126219,1/10/2017 0:00,"$6,360.00 ",1,12/31/2999 0:00
73626561,4272,6037,726561,7/30/2014 0:00,$330.00 ,1,12/31/2999 0:00
36826834,1707,6037,526834,7/5/2017 0:00,"$4,075.00 ",1,12/31/2999 0:00
55226845,6940,6037,326845,12/23/2014 0:00,$375.00 ,1,12/31/2999 0:00
82827174,7318,6037,427174,4/13/2018 0:00,"$4,540.00 ",1,12/31/2999 0:00
82827766,4764,6037,827766,3/6/2017 0:00,"$6,285.00 ",1,12/31/2999 0:00
36827773,6188,6037,427773,2/18/2017 0:00,$485.00 ,1,12/31/2999 0:00
27627855,5535,6037,127855,6/26/2014 0:00,"$9,810.00 ",1,12/31/2999 0:00
82828027,3245,6037,428027,9/8/2013 0:00,"$1,032.00 ",1,12/31/2999 0:00
9228471,4788,6037,428471,10/23/2016 0:00,"$1,625.00 ",1,12/31/2999 0:00
36828561,5030,6037,828561,9/6/2016 0:00,"$3,330.00 ",1,12/31/2999 0:00
36828658,5444,6037,628658,5/31/2013 0:00,"$9,455.00 ",1,12/31/2999 0:00
18428694,2154,6037,828694,3/21/2017 0:00,"$5,065.00 ",1,12/31/2999 0:00
55229315,2970,6037,229315,5/26/2018 0:00,"$3,138.00 ",1,12/31/2999 0:00
73629690,7382,6037,329690,3/30/2017 0:00,"$23,955.00 ",1,12/31/2999 0:00
46030039,5945,6037,430039,4/28/2018 0:00,$485.00 ,1,12/31/2999 0:00
18430146,3426,6037,130146,5/6/2014 0:00,$961.00 ,1,12/31/2999 0:00
36830264,6771,6037,630264,6/23/2015 0:00,"$11,160.00 ",1,12/31/2999 0:00
18430626,3229,6037,630626,1/26/2018 0:00,$573.00 ,1,12/31/2999 0:00
9230925,5739,6037,830925,1/17/2014 0:00,"$10,440.00 ",1,12/31/2999 0:00
46030940,7690,6037,430940,6/16/2016 0:00,"$9,110.00 ",1,12/31/2999 0:00
55231154,3142,6037,631154,11/3/2013 0:00,"$1,084.00 ",1,12/31/2999 0:00
9231479,7119,6037,531479,9/24/2012 0:00,"$2,778.00 ",1,12/31/2999 0:00
82831498,2822,6037,731498,2/10/2016 0:00,"$1,376.00 ",1,12/31/2999 0:00
9231647,5256,6037,731647,5/6/2014 0:00,"$14,580.00 ",1,12/31/2999 0:00
9231808,3775,6037,831808,9/12/2017 0:00,"$19,215.00 ",1,12/31/2999 0:00
27631892,6717,6037,531892,11/18/2016 0:00,$289.00 ,1,12/31/2999 0:00
82832070,4228,6037,832070,6/28/2017 0:00,"$7,890.00 ",1,12/31/2999 0:00
27632277,4199,6037,532277,1/15/2018 0:00,"$28,335.00 ",1,12/31/2999 0:00
18432281,2758,6037,432281,10/18/2015 0:00,"$16,820.00 ",1,12/31/2999 0:00
9232502,2913,6037,132502,11/15/2016 0:00,"$12,290.00 ",1,12/31/2999 0:00
36832627,7500,6037,432627,6/28/2013 0:00,$286.00 ,1,12/31/2999 0:00
55232908,6115,6037,532908,8/31/2014 0:00,"$16,200.00 ",1,12/31/2999 0:00
27632938,7863,6037,732938,4/12/2018 0:00,"$9,415.00 ",1,12/31/2999 0:00
73633137,4643,6037,133137,1/24/2016 0:00,"$10,460.00 ",1,12/31/2999 0:00
18433601,5429,6037,433601,7/17/2016 0:00,"$4,895.00 ",1,12/31/2999 0:00
64434123,1517,6037,334123,8/22/2015 0:00,"$8,235.00 ",1,12/31/2999 0:00
82834175,6817,6037,134175,5/29/2015 0:00,"$28,365.00 ",1,12/31/2999 0:00
46034304,2047,6037,334304,3/14/2013 0:00,"$7,105.00 ",1,12/31/2999 0:00
9234351,4163,6037,434351,3/28/2015 0:00,"$1,416.00 ",1,12/31/2999 0:00
64434398,1124,6037,134398,2/18/2018 0:00,$501.00 ,1,12/31/2999 0:00
46034456,3825,6037,334456,2/6/2014 0:00,"$3,160.00 ",1,12/31/2999 0:00
36834684,4261,6037,334684,12/14/2017 0:00,"$16,245.00 ",1,12/31/2999 0:00
55234750,7101,6037,134750,10/20/2017 0:00,"$15,790.00 ",1,12/31/2999 0:00
36834913,8525,6037,834913,9/25/2014 0:00,$926.00 ,1,12/31/2999 0:00
46035084,4500,6037,335084,5/24/2018 0:00,"$1,225.00 ",1,12/31/2999 0:00
64435263,4615,6037,435263,6/22/2015 0:00,"$1,245.00 ",1,12/31/2999 0:00
55235277,4216,6037,335277,9/27/2014 0:00,"$7,165.00 ",1,12/31/2999 0:00
82835286,7902,6037,535286,7/12/2016 0:00,"$3,395.00 ",1,12/31/2999 0:00
64435686,6068,6037,635686,1/9/2014 0:00,"$8,100.00 ",1,12/31/2999 0:00
36835701,6638,6037,535701,5/3/2018 0:00,$577.00 ,1,12/31/2999 0:00
46036232,1034,6037,436232,12/6/2013 0:00,"$9,560.00 ",1,12/31/2999 0:00
46036593,2153,6037,136593,4/1/2017 0:00,"$7,500.00 ",1,12/31/2999 0:00
73636884,3860,6037,836884,9/13/2013 0:00,"$23,340.00 ",1,12/31/2999 0:00
18436972,8312,6037,336972,5/28/2016 0:00,"$1,365.00 ",1,12/31/2999 0:00
36837535,8522,6037,537535,3/29/2018 0:00,$338.00 ,1,12/31/2999 0:00
64437710,7597,6037,337710,4/18/2014 0:00,"$5,660.00 ",1,12/31/2999 0:00
64437949,7656,6037,637949,3/30/2017 0:00,"$16,510.00 ",1,12/31/2999 0:00
9238002,7820,6037,338002,11/27/2017 0:00,"$7,590.00 ",1,12/31/2999 0:00
18438083,4859,6037,238083,10/31/2012 0:00,"$4,465.00 ",1,12/31/2999 0:00
73638235,2460,6037,338235,12/25/2013 0:00,$309.00 ,1,12/31/2999 0:00
18438260,5538,6037,438260,3/28/2017 0:00,"$1,450.00 ",1,12/31/2999 0:00
73638318,7632,6037,838318,12/5/2016 0:00,$513.00 ,1,12/31/2999 0:00
64438893,1050,6037,638893,10/26/2016 0:00,"$7,955.00 ",1,12/31/2999 0:00
9238904,4744,6037,738904,3/18/2016 0:00,"$23,385.00 ",1,12/31/2999 0:00
9238945,1126,6037,738945,8/6/2016 0:00,$335.00 ,1,12/31/2999 0:00
27639145,3904,6037,239145,10/11/2017 0:00,"$17,880.00 ",1,12/31/2999 0:00
18439344,1071,6037,139344,12/27/2016 0:00,"$18,730.00 ",1,12/31/2999 0:00
27639602,1844,6037,839602,2/22/2014 0:00,$556.00 ,1,12/31/2999 0:00
55239665,3426,6037,339665,4/3/2016 0:00,"$26,010.00 ",1,12/31/2999 0:00
18439690,6372,6037,639690,1/23/2016 0:00,"$20,445.00 ",1,12/31/2999 0:00
9239930,6828,6037,739930,6/22/2017 0:00,$349.00 ,1,12/31/2999 0:00
82840265,8359,6037,640265,8/14/2014 0:00,"$19,530.00 ",1,12/31/2999 0:00
82840337,2608,6037,740337,6/13/2014 0:00,"$4,345.00 ",1,12/31/2999 0:00
82840346,1960,6037,840346,6/15/2016 0:00,$381.00 ,1,12/31/2999 0:00
82840546,3390,6037,440546,3/20/2016 0:00,$549.00 ,1,12/31/2999 0:00
73640817,7662,6037,840817,4/3/2017 0:00,"$22,455.00 ",1,12/31/2999 0:00
73640951,8488,6037,240951,6/1/2018 0:00,$481.00 ,1,12/31/2999 0:00
64440987,2138,6037,340987,11/3/2016 0:00,"$12,660.00 ",1,12/31/2999 0:00
46041014,6611,6037,341014,1/1/2018 0:00,"$9,390.00 ",1,12/31/2999 0:00
64441096,6181,6037,641096,10/5/2017 0:00,"$16,990.00 ",1,12/31/2999 0:00
82841266,2824,6037,141266,3/14/2016 0:00,$574.00 ,1,12/31/2999 0:00
82800772,1329,17031,700772,1/7/2018 0:00,"$22,095.00 ",1,12/31/2999 0:00
55201070,7979,17031,101070,4/13/2017 0:00,"$12,980.00 ",1,12/31/2999 0:00
73601754,5770,17031,101754,9/6/2015 0:00,"$1,224.00 ",1,12/31/2999 0:00
64402284,7489,17031,802284,5/8/2017 0:00,"$1,634.00 ",1,12/31/2999 0:00
27602348,7925,17031,102348,10/25/2015 0:00,$284.00 ,1,12/31/2999 0:00
46003221,7971,17031,103221,4/10/2014 0:00,$331.00 ,1,12/31/2999 0:00
36803881,5700,17031,603881,3/18/2018 0:00,"$19,670.00 ",1,12/31/2999 0:00
64403931,2279,17031,303931,7/4/2015 0:00,"$22,770.00 ",1,12/31/2999 0:00
73604410,2047,17031,204410,5/7/2018 0:00,"$24,405.00 ",1,12/31/2999 0:00
82804680,1992,17031,104680,9/16/2014 0:00,"$8,685.00 ",1,12/31/2999 0:00
9205519,3544,17031,105519,10/18/2014 0:00,"$13,580.00 ",1,12/31/2999 0:00
9205706,3942,17031,705706,9/3/2015 0:00,$319.00 ,1,12/31/2999 0:00
46006231,3227,17031,606231,8/27/2017 0:00,"$16,100.00 ",1,12/31/2999 0:00
82806234,4668,17031,606234,9/28/2012 0:00,$364.00 ,1,12/31/2999 0:00
82806433,6121,17031,106433,1/6/2018 0:00,$352.00 ,1,12/31/2999 0:00
18406440,8023,17031,606440,12/16/2014 0:00,$312.00 ,1,12/31/2999 0:00
46006952,8125,17031,806952,3/7/2014 0:00,"$2,395.00 ",1,12/31/2999 0:00
36807108,8115,17031,407108,10/15/2015 0:00,$420.00 ,1,12/31/2999 0:00
36807312,6735,17031,607312,3/17/2017 0:00,"$18,940.00 ",1,12/31/2999 0:00
27607803,5272,17031,207803,12/17/2017 0:00,"$17,030.00 ",1,12/31/2999 0:00
64408781,3716,17031,808781,12/23/2013 0:00,"$6,685.00 ",1,12/31/2999 0:00
55209225,7509,17031,609225,9/24/2013 0:00,"$4,518.00 ",1,12/31/2999 0:00
18409260,2930,17031,309260,6/8/2018 0:00,"$7,430.00 ",1,12/31/2999 0:00
46009403,1954,17031,609403,11/9/2016 0:00,$436.00 ,1,12/31/2999 0:00
27609664,8169,17031,209664,7/21/2016 0:00,"$24,780.00 ",1,12/31/2999 0:00
18409968,1245,17031,609968,7/4/2016 0:00,"$19,460.00 ",1,12/31/2999 0:00
46010219,1511,17031,810219,5/26/2016 0:00,"$1,459.00 ",1,12/31/2999 0:00
9210267,4717,17031,410267,4/20/2018 0:00,$406.00 ,1,12/31/2999 0:00
64410420,1670,17031,810420,7/6/2013 0:00,"$6,595.00 ",1,12/31/2999 0:00
18410622,4013,17031,610622,10/10/2016 0:00,"$5,290.00 ",1,12/31/2999 0:00
55210737,3508,17031,810737,11/26/2013 0:00,"$13,090.00 ",1,12/31/2999 0:00
73610758,6184,17031,710758,5/4/2015 0:00,"$15,150.00 ",1,12/31/2999 0:00
9211224,8239,17031,611224,5/29/2018 0:00,"$7,435.00 ",1,12/31/2999 0:00
64411743,3896,17031,111743,5/31/2014 0:00,"$11,420.00 ",1,12/31/2999 0:00
46011876,2233,17031,311876,7/21/2013 0:00,"$28,335.00 ",1,12/31/2999 0:00
27612287,6563,17031,812287,12/29/2017 0:00,"$1,585.00 ",1,12/31/2999 0:00
64412454,6761,17031,512454,6/3/2015 0:00,$281.00 ,1,12/31/2999 0:00
73613059,4150,17031,513059,1/5/2015 0:00,"$16,270.00 ",1,12/31/2999 0:00
73613731,7841,17031,413731,7/25/2015 0:00,"$1,190.00 ",1,12/31/2999 0:00
18413773,5442,17031,313773,7/20/2017 0:00,"$1,257.00 ",1,12/31/2999 0:00
46013998,5407,17031,813998,3/22/2018 0:00,"$19,200.00 ",1,12/31/2999 0:00
82814754,3818,17031,614754,10/23/2014 0:00,"$9,765.00 ",1,12/31/2999 0:00
46015339,1540,17031,415339,2/23/2017 0:00,"$3,215.00 ",1,12/31/2999 0:00
27615437,1255,17031,815437,7/31/2012 0:00,"$1,094.00 ",1,12/31/2999 0:00
55216056,2470,17031,216056,4/26/2016 0:00,"$9,800.00 ",1,12/31/2999 0:00
27616620,7179,17031,516620,5/20/2015 0:00,"$4,268.00 ",1,12/31/2999 0:00
82816643,7981,17031,416643,2/3/2014 0:00,$974.00 ,1,12/31/2999 0:00
36816664,6501,17031,516664,6/3/2014 0:00,"$12,690.00 ",1,12/31/2999 0:00
27617006,1785,17031,717006,12/4/2016 0:00,"$1,276.00 ",1,12/31/2999 0:00
18417153,6313,17031,517153,3/21/2018 0:00,$440.00 ,1,12/31/2999 0:00
46017183,2237,17031,217183,11/9/2017 0:00,"$22,875.00 ",1,12/31/2999 0:00
27617455,8195,17031,617455,8/1/2016 0:00,"$16,730.00 ",1,12/31/2999 0:00
82817599,8259,17031,517599,8/20/2016 0:00,"$20,565.00 ",1,12/31/2999 0:00
73617617,8372,17031,317617,7/4/2013 0:00,"$2,388.00 ",1,12/31/2999 0:00
36817790,1082,17031,717790,2/8/2017 0:00,"$2,868.00 ",1,12/31/2999 0:00
55218318,1327,17031,418318,3/3/2014 0:00,"$11,750.00 ",1,12/31/2999 0:00
55218337,6156,17031,218337,4/6/2018 0:00,$519.00 ,1,12/31/2999 0:00
9218338,1724,17031,518338,1/11/2014 0:00,"$7,110.00 ",1,12/31/2999 0:00
73618422,5024,17031,218422,9/29/2015 0:00,$336.00 ,1,12/31/2999 0:00
55218498,2599,17031,218498,5/5/2016 0:00,$381.00 ,1,12/31/2999 0:00
9218587,3729,17031,618587,9/12/2016 0:00,"$7,910.00 ",1,12/31/2999 0:00
9218801,4028,17031,418801,1/20/2015 0:00,$455.00 ,1,12/31/2999 0:00
9218821,1600,17031,118821,12/24/2016 0:00,"$9,740.00 ",1,12/31/2999 0:00
18419220,4511,17031,619220,1/15/2018 0:00,"$18,500.00 ",1,12/31/2999 0:00
36819291,8375,17031,319291,9/17/2017 0:00,"$2,410.00 ",1,12/31/2999 0:00
82819387,1342,17031,719387,6/2/2013 0:00,$500.00 ,1,12/31/2999 0:00
46019657,7189,17031,819657,3/26/2014 0:00,$385.00 ,1,12/31/2999 0:00
