InquiryDate,CountyID,CustID,EstOpptySize,ResponseDate,Result,QuoteAmt,Days to Respond
4/29/2016 0:00,6059,5384,1000,5/3/2016 0:00,Lost,717,4
2/28/2018 0:00,6095,5541,1000,3/4/2018 0:00,Lost,1447,4
11/28/2014 0:00,32003,4708,1000,12/2/2014 0:00,Lost,1084,4
2/21/2015 0:00,6085,3090,1000,2/25/2015 0:00,Lost,905,4
8/8/2016 0:00,6059,5090,1000,8/12/2016 0:00,Lost,819,4
8/30/2014 0:00,6001,7371,1000,9/3/2014 0:00,Lost,1019,4
5/9/2017 0:00,53033,5911,1000,5/13/2017 0:00,Lost,827,4
2/26/2014 0:00,53061,2943,1000,3/2/2014 0:00,Lost,1299,4
5/5/2016 0:00,2270,1465,1000,5/9/2016 0:00,Lost,1333,4
9/22/2017 0:00,41051,5253,1000,9/26/2017 0:00,Lost,1429,4
6/17/2018 0:00,41011,2027,1000,6/21/2018 0:00,Lost,968,4
12/25/2017 0:00,53053,4788,1000,12/29/2017 0:00,Lost,1206,4
4/8/2014 0:00,53005,5052,1000,4/12/2014 0:00,Lost,1160,4
11/20/2015 0:00,25027,8343,1000,11/24/2015 0:00,Lost,1468,4
4/11/2018 0:00,36091,8478,1000,4/15/2018 0:00,Lost,726,4
10/16/2016 0:00,9009,6085,1000,10/20/2016 0:00,Lost,1471,4
12/9/2016 0:00,25015,4890,1000,12/13/2016 0:00,Lost,1020,4
12/26/2017 0:00,36081,2466,1000,12/30/2017 0:00,Lost,1032,4
8/6/2017 0:00,36061,1150,1000,8/10/2017 0:00,Lost,1491,4
1/2/2018 0:00,33015,3616,1000,1/6/2018 0:00,Lost,825,4
3/9/2014 0:00,36037,1519,1000,3/13/2014 0:00,Lost,1475,4
6/4/2015 0:00,36063,6880,1000,6/8/2015 0:00,Lost,1078,4
3/3/2014 0:00,27003,8506,1000,3/7/2014 0:00,Lost,1267,4
4/15/2015 0:00,8031,8004,1000,4/19/2015 0:00,Lost,963,4
2/11/2014 0:00,27053,4105,1000,2/15/2014 0:00,Lost,752,4
4/19/2017 0:00,31053,1018,1000,4/23/2017 0:00,Lost,722,4
2/13/2016 0:00,27053,2797,1000,2/17/2016 0:00,Lost,1389,4
5/24/2014 0:00,27053,1237,1000,5/28/2014 0:00,Lost,915,4
9/4/2017 0:00,27053,2686,1000,9/8/2017 0:00,Lost,1190,4
7/9/2017 0:00,31127,1525,1000,7/13/2017 0:00,Lost,930,4
3/22/2014 0:00,8031,4657,1000,3/26/2014 0:00,Lost,1328,4
11/9/2016 0:00,42011,8076,1000,11/13/2016 0:00,Lost,1042,4
11/19/2015 0:00,34003,6315,1000,11/23/2015 0:00,Lost,1358,4
5/4/2016 0:00,42027,3619,1000,5/8/2016 0:00,Lost,1126,4
5/12/2014 0:00,34029,5144,1000,5/16/2014 0:00,Lost,965,4
6/21/2018 0:00,24031,8490,1000,6/25/2018 0:00,Lost,1187,4
8/29/2016 0:00,42003,1422,1000,9/2/2016 0:00,Lost,1172,4
5/7/2018 0:00,42041,5953,1000,5/11/2018 0:00,Lost,773,4
1/26/2016 0:00,34025,2889,1000,1/30/2016 0:00,Lost,754,4
8/18/2014 0:00,39099,5702,1000,8/22/2014 0:00,Lost,1390,4
5/28/2016 0:00,17197,6479,1000,6/1/2016 0:00,Lost,1369,4
3/30/2014 0:00,17197,3242,1000,4/3/2014 0:00,Lost,703,4
6/6/2014 0:00,39041,4702,1000,6/10/2014 0:00,Lost,1198,4
2/25/2017 0:00,55079,5460,1000,3/1/2017 0:00,Lost,1003,4
3/23/2015 0:00,26163,5527,1000,3/27/2015 0:00,Lost,1350,4
6/23/2018 0:00,39035,4512,1000,6/27/2018 0:00,Lost,747,4
6/4/2014 0:00,17031,7361,1000,6/8/2014 0:00,Lost,980,4
9/9/2017 0:00,17031,4464,1000,9/13/2017 0:00,Lost,1304,4
4/27/2018 0:00,39157,1338,1000,5/1/2018 0:00,Lost,899,4
2/11/2015 0:00,18055,3444,1000,2/15/2015 0:00,Lost,1051,4
5/29/2015 0:00,55085,1668,1000,6/2/2015 0:00,Lost,1492,4
8/5/2015 0:00,39063,5325,1000,8/9/2015 0:00,Lost,1350,4
2/17/2016 0:00,39049,7318,1000,2/21/2016 0:00,Lost,1100,4
12/18/2015 0:00,17195,5979,1000,12/22/2015 0:00,Lost,1146,4
11/8/2014 0:00,26065,4722,1000,11/12/2014 0:00,Lost,946,4
12/8/2014 0:00,26091,3110,1000,12/12/2014 0:00,Lost,777,4
3/28/2018 0:00,55139,5220,1000,4/1/2018 0:00,Lost,1057,4
6/15/2014 0:00,26049,5394,1000,6/19/2014 0:00,Lost,923,4
3/3/2016 0:00,39049,2973,1000,3/7/2016 0:00,Lost,1260,4
1/4/2017 0:00,55025,3611,1000,1/8/2017 0:00,Lost,720,4
6/11/2017 0:00,17163,8010,1000,6/15/2017 0:00,Lost,756,4
9/28/2015 0:00,18157,5885,1000,10/2/2015 0:00,Lost,1016,4
5/2/2016 0:00,26137,6192,1000,5/6/2016 0:00,Lost,1253,4
6/19/2017 0:00,17031,8324,1000,6/23/2017 0:00,Lost,819,4
11/12/2017 0:00,26125,1376,1000,11/16/2017 0:00,Lost,856,4
6/13/2015 0:00,18097,4036,1000,6/17/2015 0:00,Lost,1327,4
4/5/2016 0:00,18097,6205,1000,4/9/2016 0:00,Lost,1179,4
8/13/2014 0:00,26021,3634,1000,8/17/2014 0:00,Lost,813,4
8/29/2017 0:00,12099,5079,1000,9/2/2017 0:00,Lost,964,4
11/1/2016 0:00,22103,1658,1000,11/5/2016 0:00,Lost,1310,4
9/7/2017 0:00,1117,5753,1000,9/11/2017 0:00,Lost,1352,4
11/26/2016 0:00,12019,5933,1000,11/30/2016 0:00,Lost,926,4
6/7/2018 0:00,28093,4871,1000,6/11/2018 0:00,Lost,1418,4
10/11/2014 0:00,1103,6140,1000,10/15/2014 0:00,Lost,859,4
2/8/2015 0:00,1123,5813,1000,2/12/2015 0:00,Lost,909,4
6/4/2016 0:00,12033,4435,1000,6/8/2016 0:00,Lost,1268,4
12/6/2017 0:00,12115,3655,1000,12/10/2017 0:00,Lost,1100,4
1/7/2018 0:00,1097,2848,1000,1/11/2018 0:00,Lost,885,4
12/13/2016 0:00,12011,6313,1000,12/17/2016 0:00,Lost,897,4
5/30/2017 0:00,22039,5725,1000,6/3/2017 0:00,Lost,1079,4
6/22/2018 0:00,12101,2977,1000,6/26/2018 0:00,Lost,1413,4
11/23/2016 0:00,12043,6003,1000,11/27/2016 0:00,Lost,1451,4
3/7/2016 0:00,12057,8114,1000,3/11/2016 0:00,Lost,1278,4
1/19/2018 0:00,12095,1043,1000,1/23/2018 0:00,Lost,1420,4
3/10/2016 0:00,12009,1959,1000,3/14/2016 0:00,Lost,1315,4
9/23/2015 0:00,12009,4291,1000,9/27/2015 0:00,Lost,1257,4
5/10/2015 0:00,37109,7462,1000,5/14/2015 0:00,Lost,795,4
8/6/2017 0:00,13153,6911,1000,8/10/2017 0:00,Lost,1119,4
10/30/2017 0:00,13121,5975,1000,11/3/2017 0:00,Lost,798,4
10/1/2014 0:00,51107,5471,1000,10/5/2014 0:00,Lost,738,4
6/16/2017 0:00,51670,2169,1000,6/20/2017 0:00,Lost,905,4
11/4/2014 0:00,45083,6940,1000,11/8/2014 0:00,Lost,1453,4
1/20/2018 0:00,51059,4122,1000,1/24/2018 0:00,Lost,1134,4
6/20/2014 0:00,45041,1226,1000,6/24/2014 0:00,Lost,908,4
6/18/2015 0:00,51059,6283,1000,6/22/2015 0:00,Lost,1423,4
2/28/2015 0:00,13157,1205,1000,3/4/2015 0:00,Lost,1447,4
10/8/2017 0:00,51041,1335,1000,10/12/2017 0:00,Lost,1381,4
5/12/2016 0:00,51177,6670,1000,5/16/2016 0:00,Lost,1148,4
10/27/2017 0:00,13275,2683,1000,10/31/2017 0:00,Lost,869,4
1/9/2017 0:00,13223,7245,1000,1/13/2017 0:00,Lost,1161,4
9/13/2017 0:00,48201,8263,1000,9/18/2017 0:00,Lost,1059,5
7/15/2014 0:00,48227,2538,1000,7/20/2014 0:00,Lost,924,5
3/17/2015 0:00,48113,1567,1000,3/22/2015 0:00,Lost,739,5
11/27/2017 0:00,48349,3780,1000,12/2/2017 0:00,Lost,1105,5
5/25/2018 0:00,4013,7707,1000,5/30/2018 0:00,Lost,1275,5
7/9/2017 0:00,48201,6897,1000,7/14/2017 0:00,Lost,1499,5
8/2/2016 0:00,48201,7502,1000,8/7/2016 0:00,Lost,1333,5
8/28/2014 0:00,48279,6692,1000,9/2/2014 0:00,Lost,797,5
3/23/2016 0:00,48215,7375,1000,3/28/2016 0:00,Lost,1194,5
12/1/2014 0:00,48201,3043,1000,12/6/2014 0:00,Lost,776,5
8/4/2017 0:00,48277,2817,1000,8/9/2017 0:00,Lost,1275,5
8/12/2017 0:00,48085,3434,1000,8/17/2017 0:00,Lost,1203,5
7/19/2014 0:00,48141,4861,1000,7/24/2014 0:00,Lost,1430,5
7/24/2017 0:00,48029,1564,1000,7/29/2017 0:00,Lost,1413,5
8/23/2016 0:00,48465,3740,1000,8/28/2016 0:00,Lost,1038,5
3/20/2016 0:00,48355,4811,1000,3/25/2016 0:00,Lost,1379,5
4/30/2015 0:00,48135,3040,1000,5/5/2015 0:00,Lost,1433,5
3/26/2018 0:00,48493,6731,1000,3/31/2018 0:00,Lost,1361,5
12/8/2015 0:00,48029,3178,1000,12/13/2015 0:00,Lost,1360,5
3/20/2015 0:00,4019,4881,1000,3/25/2015 0:00,Lost,813,5
4/16/2014 0:00,48339,5341,1000,4/21/2014 0:00,Lost,763,5
8/6/2016 0:00,48029,2262,1000,8/11/2016 0:00,Lost,1369,5
1/27/2015 0:00,48029,8175,1000,2/1/2015 0:00,Lost,745,5
3/28/2017 0:00,48339,4160,1000,4/2/2017 0:00,Lost,1404,5
3/11/2017 0:00,48113,3408,1000,3/16/2017 0:00,Lost,1107,5
2/4/2016 0:00,48029,4778,1000,2/9/2016 0:00,Lost,790,5
9/29/2014 0:00,54025,1794,1000,10/4/2014 0:00,Lost,1319,5
10/24/2016 0:00,47037,3784,1000,10/29/2016 0:00,Lost,1110,5
5/28/2017 0:00,47037,6505,1000,6/2/2017 0:00,Lost,879,5
8/29/2014 0:00,47163,2539,1000,9/3/2014 0:00,Lost,1472,5
12/27/2014 0:00,47181,5619,1000,1/1/2015 0:00,Lost,765,5
2/28/2014 0:00,29510,4292,1000,3/5/2014 0:00,Lost,1021,5
6/6/2014 0:00,29097,6465,1000,6/11/2014 0:00,Lost,1358,5
10/25/2015 0:00,40109,1676,1000,10/30/2015 0:00,Lost,1287,5
6/14/2015 0:00,29189,1661,1000,6/19/2015 0:00,Lost,1217,5
2/11/2017 0:00,29510,6385,1000,2/16/2017 0:00,Lost,1179,5
8/18/2016 0:00,40017,7882,1000,8/23/2016 0:00,Lost,1339,5
4/20/2017 0:00,40083,6890,1000,4/25/2017 0:00,Lost,859,5
7/31/2014 0:00,40109,3939,1000,8/5/2014 0:00,Lost,980,5
11/18/2016 0:00,6073,6327,1000,11/23/2016 0:00,Lost,1089,5
5/26/2014 0:00,32003,1395,1000,5/31/2014 0:00,Lost,1044,5
9/11/2017 0:00,6013,4653,1000,9/16/2017 0:00,Lost,1288,5
9/27/2014 0:00,6065,7226,1000,10/2/2014 0:00,Lost,1409,5
12/31/2017 0:00,6013,5254,1000,1/5/2018 0:00,Lost,1075,5
6/26/2014 0:00,32003,4711,1000,7/1/2014 0:00,Lost,867,5
3/3/2016 0:00,6073,3242,1000,3/8/2016 0:00,Lost,1051,5
1/7/2016 0:00,6073,8035,1000,1/12/2016 0:00,Lost,1470,5
3/24/2015 0:00,6025,7471,1000,3/29/2015 0:00,Lost,1012,5
12/21/2015 0:00,6071,7845,1000,12/26/2015 0:00,Lost,1202,5
5/3/2014 0:00,6059,4106,1000,5/8/2014 0:00,Lost,745,5
9/24/2016 0:00,6065,7719,1000,9/29/2016 0:00,Lost,1054,5
4/12/2014 0:00,6111,2437,1000,4/17/2014 0:00,Lost,1345,5
5/15/2014 0:00,6053,2481,1000,5/20/2014 0:00,Lost,1292,5
11/5/2017 0:00,6009,1001,1000,11/10/2017 0:00,Lost,1430,5
1/30/2018 0:00,53021,3177,1000,2/4/2018 0:00,Lost,907,5
6/27/2015 0:00,2020,4464,1000,7/2/2015 0:00,Lost,1380,5
11/21/2014 0:00,53061,3673,1000,11/26/2014 0:00,Lost,1028,5
2/25/2016 0:00,53029,7878,1000,3/1/2016 0:00,Lost,768,5
11/11/2016 0:00,41019,8006,1000,11/16/2016 0:00,Lost,1055,5
1/25/2017 0:00,53075,1106,1000,1/30/2017 0:00,Lost,799,5
10/30/2014 0:00,53033,1879,1000,11/4/2014 0:00,Lost,1046,5
12/20/2017 0:00,41033,2592,1000,12/25/2017 0:00,Lost,898,5
12/15/2014 0:00,53053,4646,1000,12/20/2014 0:00,Lost,1368,5
6/3/2015 0:00,36081,1421,1000,6/8/2015 0:00,Lost,1370,5
11/6/2015 0:00,36067,6655,1000,11/11/2015 0:00,Lost,1430,5
5/27/2017 0:00,36061,1907,1000,6/1/2017 0:00,Lost,1411,5
4/30/2017 0:00,36047,7070,1000,5/5/2017 0:00,Lost,857,5
3/16/2017 0:00,36065,6051,1000,3/21/2017 0:00,Lost,1446,5
8/17/2014 0:00,9011,6549,1000,8/22/2014 0:00,Lost,1225,5
1/25/2018 0:00,25027,5024,1000,1/30/2018 0:00,Lost,1151,5
12/13/2016 0:00,33015,4939,1000,12/18/2016 0:00,Lost,905,5
8/3/2016 0:00,25025,7786,1000,8/8/2016 0:00,Lost,1165,5
7/16/2015 0:00,36111,3806,1000,7/21/2015 0:00,Lost,1269,5
2/12/2016 0:00,36093,6590,1000,2/17/2016 0:00,Lost,1171,5
3/17/2014 0:00,36047,1063,1000,3/22/2014 0:00,Lost,1391,5
3/5/2015 0:00,36053,3267,1000,3/10/2015 0:00,Lost,990,5
12/5/2016 0:00,36103,4427,1000,12/10/2016 0:00,Lost,1256,5
3/6/2015 0:00,9009,7383,1000,3/11/2015 0:00,Lost,1223,5
3/19/2016 0:00,44003,4285,1000,3/24/2016 0:00,Lost,1124,5
3/15/2016 0:00,36065,3306,1000,3/20/2016 0:00,Lost,1361,5
4/25/2016 0:00,16001,2743,1000,4/30/2016 0:00,Lost,1306,5
9/25/2015 0:00,30031,3858,1000,9/30/2015 0:00,Lost,996,5
2/17/2016 0:00,30031,7900,1000,2/22/2016 0:00,Lost,1323,5
8/13/2017 0:00,30093,2790,1000,8/18/2017 0:00,Lost,1341,5
6/8/2017 0:00,46103,6903,1000,6/13/2017 0:00,Lost,772,5
8/3/2016 0:00,8029,4911,1000,8/8/2016 0:00,Lost,1443,5
11/11/2015 0:00,8001,2133,1000,11/16/2015 0:00,Lost,899,5
6/30/2015 0:00,31141,2550,1000,7/5/2015 0:00,Lost,925,5
1/6/2015 0:00,27053,6241,1000,1/11/2015 0:00,Lost,991,5
6/23/2016 0:00,8041,2988,1000,6/28/2016 0:00,Lost,912,5
10/26/2017 0:00,8041,4178,1000,10/31/2017 0:00,Lost,871,5
8/19/2017 0:00,38013,8147,1000,8/24/2017 0:00,Lost,894,5
3/16/2017 0:00,34017,7220,1000,3/21/2017 0:00,Lost,1268,5
1/20/2018 0:00,34003,3950,1000,1/25/2018 0:00,Lost,728,5
12/7/2017 0:00,34023,6676,1000,12/12/2017 0:00,Lost,1431,5
8/31/2017 0:00,42077,8068,1000,9/5/2017 0:00,Lost,1299,5
3/9/2014 0:00,24005,8479,1000,3/14/2014 0:00,Lost,882,5
9/16/2017 0:00,24033,7786,1000,9/21/2017 0:00,Lost,1486,5
5/5/2017 0:00,34011,4688,1000,5/10/2017 0:00,Lost,965,5
8/21/2016 0:00,42017,2702,1000,8/26/2016 0:00,Lost,1419,5
8/25/2017 0:00,34015,2488,1000,8/30/2017 0:00,Lost,1274,5
11/21/2017 0:00,42037,3159,1000,11/26/2017 0:00,Lost,1169,5
6/1/2015 0:00,42067,4559,1000,6/6/2015 0:00,Lost,1042,5
3/28/2017 0:00,42045,1228,1000,4/2/2017 0:00,Lost,1163,5
11/15/2015 0:00,42013,2994,1000,11/20/2015 0:00,Lost,1300,5
1/25/2017 0:00,34015,4984,1000,1/30/2017 0:00,Lost,1338,5
2/28/2014 0:00,42039,1621,1000,3/5/2014 0:00,Lost,968,5
3/19/2014 0:00,42017,4420,1000,3/24/2014 0:00,Lost,1113,5
7/6/2017 0:00,42043,2540,1000,7/11/2017 0:00,Lost,1139,5
12/22/2014 0:00,18085,3799,1000,12/27/2014 0:00,Lost,1379,5
12/29/2017 0:00,55025,7271,1000,1/3/2018 0:00,Lost,1016,5
9/21/2017 0:00,39005,3024,1000,9/26/2017 0:00,Lost,1461,5
5/14/2016 0:00,17031,3479,1000,5/19/2016 0:00,Lost,1451,5
3/9/2017 0:00,18097,4285,1000,3/14/2017 0:00,Lost,1478,5
10/1/2014 0:00,26099,6541,1000,10/6/2014 0:00,Lost,1181,5
8/31/2015 0:00,18061,8131,1000,9/5/2015 0:00,Lost,823,5
6/25/2016 0:00,55047,6416,1000,6/30/2016 0:00,Lost,1021,5
2/3/2015 0:00,17043,8237,1000,2/8/2015 0:00,Lost,1387,5
3/4/2015 0:00,26125,1016,1000,3/9/2015 0:00,Lost,810,5
11/2/2015 0:00,18097,6317,1000,11/7/2015 0:00,Lost,892,5
6/30/2014 0:00,17031,2887,1000,7/5/2014 0:00,Lost,817,5
4/16/2016 0:00,18085,2927,1000,4/21/2016 0:00,Lost,1251,5
3/28/2015 0:00,26163,6612,1000,4/2/2015 0:00,Lost,1367,5
